pclass,survived,sex,age,sibsp,fare,embarked
2,0,male,25.0,0,31.5,S
2,0,male,18.0,0,73.5,S
2,1,female,18.0,0,23.0,S
2,1,female,34.0,0,23.0,S
2,0,male,54.0,0,26.0,S
2,1,male,8.0,0,32.5,S
2,0,male,42.0,1,32.5,S
2,1,female,34.0,1,32.5,S
2,1,female,27.0,1,13.8583,C
2,1,female,30.0,1,13.8583,C
2,0,male,23.0,0,13.0,S
2,0,male,21.0,0,13.0,S
2,0,male,18.0,0,13.0,S
2,0,male,40.0,1,26.0,S
2,1,female,29.0,1,26.0,S
2,0,male,18.0,0,10.5,S
2,0,male,36.0,0,13.0,S
2,0,male,,0,0.0,S
2,0,female,38.0,0,13.0,S
2,0,male,35.0,0,26.0,S
2,0,male,38.0,1,21.0,S
2,0,male,34.0,1,21.0,S
2,1,female,34.0,0,13.0,S
2,0,male,16.0,0,26.0,S
2,0,male,26.0,0,10.5,S
2,0,male,47.0,0,10.5,S
2,0,male,21.0,1,11.5,S
2,0,male,21.0,1,11.5,S
2,0,male,24.0,0,13.5,S
2,0,male,24.0,0,13.0,S
2,0,male,34.0,0,13.0,S
2,0,male,30.0,0,13.0,S
2,0,male,52.0,0,13.0,S
2,0,male,30.0,0,13.0,S
2,1,male,0.67,1,14.5,S
2,1,female,24.0,0,14.5,S
2,0,male,44.0,0,13.0,S
2,1,female,6.0,0,33.0,S
2,0,male,28.0,0,33.0,S
2,1,male,62.0,0,10.5,S
2,0,male,30.0,0,10.5,S
2,1,female,7.0,0,26.25,S
2,0,male,43.0,1,26.25,S
2,1,female,45.0,1,26.25,S
2,1,female,24.0,1,65.0,S
2,1,female,24.0,1,65.0,S
2,0,male,49.0,1,65.0,S
2,1,female,48.0,1,65.0,S
2,1,female,55.0,0,16.0,S
2,0,male,24.0,2,73.5,S
2,0,male,32.0,2,73.5,S
2,0,male,21.0,2,73.5,S
2,0,female,18.0,1,13.0,S
2,1,female,20.0,2,23.0,S
2,0,male,23.0,2,11.5,S
2,0,male,36.0,0,13.0,S
2,1,female,54.0,1,23.0,S
2,0,male,50.0,0,13.0,S
2,0,male,44.0,1,26.0,S
2,1,female,29.0,1,26.0,S
2,0,male,21.0,0,73.5,S
2,1,male,42.0,0,13.0,S
2,0,male,63.0,1,26.0,S
2,0,female,60.0,1,26.0,S
2,0,male,33.0,0,12.275,S
2,1,female,17.0,0,10.5,S
2,0,male,42.0,1,27.0,S
2,1,female,24.0,2,27.0,S
2,0,male,47.0,0,15.0,S
2,0,male,24.0,2,31.5,S
2,0,male,22.0,2,31.5,S
2,0,male,32.0,0,10.5,S
2,1,female,23.0,0,13.7917,C
2,0,male,34.0,1,26.0,S
2,1,female,24.0,1,26.0,S
2,0,female,22.0,0,21.0,S
2,1,female,,0,12.35,Q
2,0,male,35.0,0,12.35,Q
2,1,female,45.0,0,13.5,S
2,0,male,57.0,0,12.35,Q
2,0,male,,0,0.0,S
2,0,male,31.0,0,10.5,S
2,0,female,26.0,1,26.0,S
2,0,male,30.0,1,26.0,S
2,0,male,,0,10.7083,Q
2,1,female,1.0,1,41.5792,C
2,1,female,3.0,1,41.5792,C
2,0,male,25.0,1,41.5792,C
2,1,female,22.0,1,41.5792,C
2,1,female,17.0,0,12.0,C
2,1,female,,0,33.0,S
2,1,female,34.0,0,10.5,S
2,0,male,36.0,0,12.875,C
2,0,male,24.0,0,10.5,S
2,0,male,61.0,0,12.35,Q
2,0,male,50.0,1,26.0,S
2,1,female,42.0,1,26.0,S
2,0,female,57.0,0,10.5,S
2,0,male,,0,15.0458,C
2,1,male,1.0,0,37.0042,C
2,0,male,31.0,1,37.0042,C
2,1,female,24.0,1,37.0042,C
2,0,male,,0,15.5792,C
2,0,male,30.0,0,13.0,S
2,0,male,40.0,0,16.0,S
2,0,male,32.0,0,13.5,S
2,0,male,30.0,0,13.0,S
2,0,male,46.0,0,26.0,S
2,1,female,13.0,0,19.5,S
2,1,female,41.0,0,19.5,S
2,1,male,19.0,0,10.5,S
2,0,male,39.0,0,13.0,S
2,0,male,48.0,0,13.0,S
2,0,male,70.0,0,10.5,S
2,0,male,27.0,0,13.0,S
2,0,male,54.0,0,14.0,S
2,0,male,39.0,0,26.0,S
2,0,male,16.0,0,10.5,S
2,0,male,62.0,0,9.6875,Q
2,0,male,32.5,1,30.0708,C
2,1,female,14.0,1,30.0708,C
2,1,male,2.0,1,26.0,S
2,1,male,3.0,1,26.0,S
2,0,male,36.5,0,26.0,S
2,0,male,26.0,0,13.0,S
2,0,male,19.0,1,36.75,S
2,0,male,28.0,0,13.5,S
2,1,male,20.0,0,13.8625,C
2,1,female,29.0,0,10.5,S
2,0,male,39.0,0,13.0,S
2,1,male,22.0,0,10.5,S
2,1,male,,0,13.8625,C
2,0,male,23.0,0,10.5,S
2,1,male,29.0,0,13.8583,C
2,0,male,28.0,0,10.5,S
2,0,male,,0,0.0,S
2,1,female,50.0,0,26.0,S
2,0,male,19.0,0,10.5,S
2,0,male,,0,15.05,C
2,0,male,41.0,0,13.0,S
2,1,female,21.0,0,21.0,S
2,1,female,19.0,0,26.0,S
2,0,male,43.0,0,21.0,S
2,1,female,32.0,0,13.0,S
2,0,male,34.0,0,13.0,S
2,1,male,30.0,0,12.7375,C
2,0,male,27.0,0,15.0333,C
2,1,female,2.0,1,26.0,S
2,1,female,8.0,1,26.0,S
2,1,female,33.0,0,26.0,S
2,0,male,36.0,0,10.5,S
2,0,male,34.0,1,21.0,S
2,1,female,30.0,3,21.0,S
2,1,female,28.0,0,13.0,S
2,0,male,23.0,0,15.0458,C
2,1,male,0.83,1,18.75,S
2,1,male,3.0,1,18.75,S
2,1,female,24.0,2,18.75,S
2,1,female,50.0,0,10.5,S
2,0,male,19.0,0,10.5,S
2,1,female,21.0,0,10.5,S
2,0,male,26.0,0,13.0,S
2,0,male,25.0,0,13.0,S
2,0,male,27.0,0,26.0,S
2,1,female,25.0,0,26.0,S
2,1,female,18.0,0,13.0,S
2,1,female,20.0,0,36.75,S
2,1,female,30.0,0,13.0,S
2,0,male,59.0,0,13.5,S
2,1,female,30.0,0,12.35,Q
2,0,male,35.0,0,10.5,S
2,1,female,40.0,0,13.0,S
2,0,male,25.0,0,13.0,S
2,0,male,41.0,0,15.0458,C
2,0,male,25.0,0,10.5,S
2,0,male,18.5,0,13.0,S
2,0,male,14.0,0,65.0,S
2,1,female,50.0,0,10.5,S
2,0,male,23.0,0,13.0,S
2,1,female,28.0,0,12.65,S
2,1,female,27.0,0,10.5,S
2,0,male,29.0,1,21.0,S
2,0,female,27.0,1,21.0,S
2,0,male,40.0,0,13.0,S
2,1,female,31.0,0,21.0,S
2,0,male,30.0,1,21.0,S
2,0,male,23.0,1,10.5,S
2,1,female,31.0,0,21.0,S
2,0,male,,0,0.0,S
2,1,female,12.0,0,15.75,S
2,1,female,40.0,0,15.75,S
2,1,female,32.5,0,13.0,S
2,0,male,27.0,1,26.0,S
2,1,female,29.0,1,26.0,S
2,1,male,2.0,1,23.0,S
2,1,female,4.0,1,23.0,S
2,1,female,29.0,0,23.0,S
2,1,female,0.92,1,27.75,S
2,1,female,5.0,1,27.75,S
2,0,male,36.0,1,27.75,S
2,1,female,33.0,1,27.75,S
2,0,male,66.0,0,10.5,S
2,0,male,,0,12.875,S
2,1,male,31.0,0,13.0,S
2,1,male,,0,13.0,S
2,1,female,26.0,0,13.5,S
2,0,female,24.0,0,13.0,S
3,0,male,42.0,0,7.55,S
3,0,male,13.0,0,20.25,S
3,0,male,16.0,1,20.25,S
3,1,female,35.0,1,20.25,S
3,1,female,16.0,0,7.65,S
3,1,male,25.0,0,7.65,S
3,1,male,20.0,0,7.925,S
3,1,female,18.0,0,7.2292,C
3,0,male,30.0,0,7.25,S
3,0,male,26.0,0,8.05,S
3,0,female,40.0,1,9.475,S
3,1,male,0.83,0,9.35,S
3,1,female,18.0,0,9.35,S
3,1,male,26.0,0,18.7875,C
3,0,male,26.0,0,7.8875,S
3,0,male,20.0,0,7.925,S
3,0,male,24.0,0,7.05,S
3,0,male,25.0,0,7.05,S
3,0,male,35.0,0,8.05,S
3,0,male,18.0,0,8.3,S
3,0,male,32.0,0,22.525,S
3,1,female,19.0,1,7.8542,S
3,0,male,4.0,4,31.275,S
3,0,female,6.0,4,31.275,S
3,0,female,2.0,4,31.275,S
3,1,female,17.0,4,7.925,S
3,0,female,38.0,4,7.775,S
3,0,female,9.0,4,31.275,S
3,0,female,11.0,4,31.275,S
3,0,male,39.0,1,31.275,S
3,1,male,27.0,0,7.7958,S
3,0,male,26.0,0,7.775,S
3,0,female,39.0,1,31.275,S
3,0,male,20.0,0,7.8542,S
3,0,male,26.0,0,7.8958,S
3,0,male,25.0,1,17.8,S
3,0,female,18.0,1,17.8,S
3,0,male,24.0,0,7.775,S
3,0,male,35.0,0,7.05,S
3,0,male,5.0,4,31.3875,S
3,0,male,9.0,4,31.3875,S
3,1,male,3.0,4,31.3875,S
3,0,male,13.0,4,31.3875,S
3,1,female,5.0,4,31.3875,S
3,0,male,40.0,1,31.3875,S
3,1,male,23.0,0,7.7958,S
3,1,female,38.0,1,31.3875,S
3,1,female,45.0,0,7.225,C
3,0,male,21.0,0,7.225,C
3,0,male,23.0,0,7.05,S
3,0,female,17.0,0,14.4583,C
3,0,male,30.0,0,7.225,C
3,0,male,23.0,0,7.8542,S
3,1,female,13.0,0,7.2292,C
3,0,male,20.0,0,7.225,C
3,0,male,32.0,1,15.85,S
3,1,female,33.0,3,15.85,S
3,1,female,0.75,2,19.2583,C
3,1,female,0.75,2,19.2583,C
3,1,female,5.0,2,19.2583,C
3,1,female,24.0,0,19.2583,C
3,1,female,18.0,0,8.05,S
3,0,male,40.0,0,7.225,C
3,0,male,26.0,0,7.8958,S
3,1,male,20.0,0,7.2292,C
3,0,female,18.0,0,14.4542,C
3,0,female,45.0,0,14.4542,C
3,0,female,27.0,0,7.8792,Q
3,0,male,22.0,0,8.05,S
3,0,male,19.0,0,8.05,S
3,0,male,26.0,0,7.775,S
3,0,male,22.0,0,9.35,S
3,0,male,,0,7.2292,C
3,0,male,20.0,0,4.0125,C
3,1,male,32.0,0,56.4958,S
3,0,male,21.0,0,7.775,S
3,0,male,18.0,0,7.75,S
3,0,male,26.0,0,7.8958,S
3,0,male,6.0,1,15.2458,C
3,0,female,9.0,1,15.2458,C
3,0,male,,0,7.225,C
3,0,female,,0,15.2458,C
3,0,female,,0,7.75,Q
3,0,male,40.0,1,15.5,Q
3,0,female,32.0,1,15.5,Q
3,0,male,21.0,0,16.1,S
3,1,female,22.0,0,7.725,Q
3,0,female,20.0,0,7.8542,S
3,0,male,29.0,1,7.0458,S
3,0,male,22.0,1,7.25,S
3,0,male,22.0,0,7.7958,S
3,0,male,35.0,0,8.05,S
3,0,female,18.5,0,7.2833,Q
3,1,male,21.0,0,7.8208,Q
3,0,male,19.0,0,6.75,Q
3,0,female,18.0,0,7.8792,Q
3,0,female,21.0,0,8.6625,S
3,0,female,30.0,0,8.6625,S
3,0,male,18.0,0,8.6625,S
3,0,male,38.0,0,8.6625,S
3,0,male,17.0,0,8.6625,S
3,0,male,17.0,0,8.6625,S
3,0,female,21.0,0,7.75,Q
3,0,male,21.0,0,7.75,Q
3,0,male,21.0,0,8.05,S
3,0,male,,1,14.4583,C
3,0,female,,1,14.4583,C
3,0,male,28.0,0,7.7958,S
3,0,male,24.0,0,7.8542,S
3,1,female,16.0,0,7.75,Q
3,0,female,37.0,0,7.75,Q
3,0,male,28.0,0,7.25,S
3,0,male,24.0,0,8.05,S
3,0,male,21.0,0,7.7333,Q
3,1,male,32.0,0,56.4958,S
3,0,male,29.0,0,8.05,S
3,0,male,26.0,1,14.4542,C
3,0,male,18.0,1,14.4542,C
3,0,male,20.0,0,7.05,S
3,1,male,18.0,0,8.05,S
3,0,male,24.0,0,7.25,Q
3,0,male,36.0,0,7.4958,S
3,0,male,24.0,0,7.4958,S
3,0,male,31.0,0,7.7333,Q
3,0,male,31.0,0,7.75,Q
3,1,female,22.0,0,7.75,Q
3,0,female,30.0,0,7.6292,Q
3,0,male,70.5,0,7.75,Q
3,0,male,43.0,0,8.05,S
3,0,male,35.0,0,7.8958,S
3,0,male,27.0,0,7.8958,S
3,0,male,19.0,0,7.8958,S
3,0,male,30.0,0,8.05,S
3,1,male,9.0,1,15.9,S
3,1,male,3.0,1,15.9,S
3,1,female,36.0,0,15.9,S
3,0,male,59.0,0,7.25,S
3,0,male,19.0,0,8.1583,S
3,1,female,17.0,0,16.1,S
3,0,male,44.0,0,16.1,S
3,0,male,17.0,0,8.6625,S
3,0,male,22.5,0,7.225,C
3,1,male,45.0,0,8.05,S
3,0,female,22.0,0,10.5167,S
3,0,male,19.0,0,10.1708,S
3,1,female,30.0,0,6.95,Q
3,1,male,29.0,0,7.75,Q
3,0,male,0.33,0,14.4,S
3,0,male,34.0,1,14.4,S
3,0,female,28.0,1,14.4,S
3,0,male,27.0,0,7.8958,S
3,0,male,25.0,0,7.8958,S
3,0,male,24.0,2,24.15,S
3,0,male,22.0,0,8.05,S
3,0,male,21.0,2,24.15,S
3,0,male,17.0,2,8.05,S
3,0,male,,1,16.1,S
3,1,female,,1,16.1,S
3,1,male,36.5,1,17.4,S
3,1,female,36.0,1,17.4,S
3,1,male,30.0,0,9.5,S
3,0,male,16.0,0,9.5,S
3,1,male,1.0,1,20.575,S
3,1,female,0.17,1,20.575,S
3,0,male,26.0,1,20.575,S
3,1,female,33.0,1,20.575,S
3,0,male,25.0,0,7.8958,S
3,0,male,,0,7.8958,S
3,0,male,,0,7.8958,S
3,0,male,22.0,0,7.25,S
3,0,male,36.0,0,7.25,S
3,1,female,19.0,0,7.8792,Q
